,address,age,crown_diameter,district_id,downloaded_at,genus_latin,gml_id,identification_tag,ingested_at,location_number,owner,spatial_alias,spatial_name,spatial_type,species_german,species_latin,tree_height,trunk_circumference,year_of_planting
0,Görlitzer Park,56,,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,GLEDITSIA,re_anlagenbaeume.F10__127116,50052,2016-08-15T19:30:47.290Z,263,Land Berlin,F10__127116,F10__127116,Point,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,12,117,1960
1,Görlitzer Park,20,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127117,50052,2016-08-15T19:30:47.290Z,822,Land Berlin,F10__127117,F10__127117,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,7,41,1996
2,Görlitzer Park,21,,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127118,50052,2016-08-15T19:30:47.290Z,1000,Land Berlin,F10__127118,F10__127118,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,,48,1995
3,Görlitzer Park,63,,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127119,50052,2016-08-15T19:30:47.290Z,1016,Land Berlin,F10__127119,F10__127119,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,12,38,1953
4,Görlitzer Park,54,9,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127557,50052,2016-08-15T19:30:47.290Z,2,Land Berlin,F10__127557,F10__127557,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,132,1962
5,Görlitzer Park,43,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127558,50052,2016-08-15T19:30:47.290Z,6,Land Berlin,F10__127558,F10__127558,Point,TATAREN-AHORN,ACER TATARICUM,3,99,1973
6,Görlitzer Park,51,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127559,50052,2016-08-15T19:30:47.290Z,7,Land Berlin,F10__127559,F10__127559,Point,TATAREN-AHORN,ACER TATARICUM,3,115,1965
7,Görlitzer Park,82,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127560,50052,2016-08-15T19:30:47.290Z,30,Land Berlin,F10__127560,F10__127560,Point,TATAREN-AHORN,ACER TATARICUM,3,206,1934
8,Görlitzer Park,36,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127561,50052,2016-08-15T19:30:47.290Z,36,Land Berlin,F10__127561,F10__127561,Point,TATAREN-AHORN,ACER TATARICUM,3,84,1980
9,Görlitzer Park,37,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127562,50052,2016-08-15T19:30:47.290Z,45,Land Berlin,F10__127562,F10__127562,Point,TATAREN-AHORN,ACER TATARICUM,3,81,1979
10,Görlitzer Park,68,9,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,FRAXINUS,re_anlagenbaeume.F10__127567,50052,2016-08-15T19:30:47.290Z,75,Land Berlin,F10__127567,F10__127567,Point,"MANNA-ESCHE, BLUMEN-ESCHE",FRAXINUS ORNUS,17,162,1948
11,Görlitzer Park,24,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127568,50052,2016-08-15T19:30:47.290Z,85,Land Berlin,F10__127568,F10__127568,Point,SPITZ-AHORN,ACER PLATANOIDES,7,52,1992
12,Görlitzer Park,33,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127569,50052,2016-08-15T19:30:47.290Z,92,Land Berlin,F10__127569,F10__127569,Point,SPITZ-AHORN,ACER PLATANOIDES,7,74,1983
13,Görlitzer Park,26,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127570,50052,2016-08-15T19:30:47.290Z,94,Land Berlin,F10__127570,F10__127570,Point,SILBER-LINDE,TILIA TOMENTOSA,12,58,1990
14,Görlitzer Park,31,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127571,50052,2016-08-15T19:30:47.290Z,125,Land Berlin,F10__127571,F10__127571,Point,PYRAMIDEN-EICHE,QUERCUS ROBUR 'FASTIGIATA',12,69,1985
15,Görlitzer Park,23,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127572,50052,2016-08-15T19:30:47.290Z,128,Land Berlin,F10__127572,F10__127572,Point,PYRAMIDEN-EICHE,QUERCUS ROBUR 'FASTIGIATA',12,45,1993
16,Görlitzer Park,26,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127573,50052,2016-08-15T19:30:47.290Z,134,Land Berlin,F10__127573,F10__127573,Point,PYRAMIDEN-EICHE,QUERCUS ROBUR 'FASTIGIATA',12,57,1990
17,Görlitzer Park,27,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127574,50052,2016-08-15T19:30:47.290Z,165,Land Berlin,F10__127574,F10__127574,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,7,61,1989
18,Görlitzer Park,27,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127575,50052,2016-08-15T19:30:47.290Z,182,Land Berlin,F10__127575,F10__127575,Point,SILBER-LINDE,TILIA TOMENTOSA,7,58,1989
19,Görlitzer Park,40,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127576,50052,2016-08-15T19:30:47.290Z,201,Land Berlin,F10__127576,F10__127576,Point,TRAUBEN-KIRSCHE,PRUNUS PADUS,7,59,1976
20,Görlitzer Park,73,11,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,AILANTHUS,re_anlagenbaeume.F10__127577,50052,2016-08-15T19:30:47.290Z,234,Land Berlin,F10__127577,F10__127577,Point,GÖTTERBAUM,AILANTHUS ALTISSIMA,12,177,1943
21,Görlitzer Park,82,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,POPULUS,re_anlagenbaeume.F10__127578,50052,2016-08-15T19:30:47.290Z,284,Land Berlin,F10__127578,F10__127578,Point,HYBRID - PAPPEL,POPULUS X CANADENSIS HYBRIDE,25,205,1934
22,Görlitzer Park,25,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127579,50052,2016-08-15T19:30:47.290Z,302,Land Berlin,F10__127579,F10__127579,Point,SILBER-LINDE,TILIA TOMENTOSA,12,58,1991
23,Görlitzer Park,36,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127580,50052,2016-08-15T19:30:47.290Z,306,Land Berlin,F10__127580,F10__127580,Point,SILBER-LINDE,TILIA TOMENTOSA,12,82,1980
24,Görlitzer Park,41,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127581,50052,2016-08-15T19:30:47.290Z,322,Land Berlin,F10__127581,F10__127581,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,96,1975
25,Görlitzer Park,15,2,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PYRUS,re_anlagenbaeume.F10__127582,50052,2016-08-15T19:30:47.290Z,337,Land Berlin,F10__127582,F10__127582,Point,BIRNE,PYRUS SPEC.,3,26,2001
26,Görlitzer Park,21,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,MALUS,re_anlagenbaeume.F10__127583,50052,2016-08-15T19:30:47.290Z,339,Land Berlin,F10__127583,F10__127583,Point,KULTURAPFEL,MALUS DOMESTICA,3,44,1995
27,Görlitzer Park,35,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127584,50052,2016-08-15T19:30:47.290Z,347,Land Berlin,F10__127584,F10__127584,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,81,1981
28,Görlitzer Park,31,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127585,50052,2016-08-15T19:30:47.290Z,350,Land Berlin,F10__127585,F10__127585,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,12,69,1985
29,Görlitzer Park,47,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127586,50052,2016-08-15T19:30:47.290Z,352,Land Berlin,F10__127586,F10__127586,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,112,1969
30,Görlitzer Park,45,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127587,50052,2016-08-15T19:30:47.290Z,355,Land Berlin,F10__127587,F10__127587,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,105,1971
31,Görlitzer Park,18,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127588,50052,2016-08-15T19:30:47.290Z,358,Land Berlin,F10__127588,F10__127588,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,3,35,1998
32,Görlitzer Park,48,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127589,50052,2016-08-15T19:30:47.290Z,393,Land Berlin,F10__127589,F10__127589,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,112,1968
33,Görlitzer Park,20,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127590,50052,2016-08-15T19:30:47.290Z,394,Land Berlin,F10__127590,F10__127590,Point,SILBER-LINDE,TILIA TOMENTOSA,7,41,1996
34,Görlitzer Park,37,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127591,50052,2016-08-15T19:30:47.290Z,417,Land Berlin,F10__127591,F10__127591,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,85,1979
35,Görlitzer Park,25,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PINUS,re_anlagenbaeume.F10__127592,50052,2016-08-15T19:30:47.290Z,434,Land Berlin,F10__127592,F10__127592,Point,ÖSTERREICHISCHE SCHWARZKIEFER,PINUS NIGRA SSP. NIGRA,3,52,1991
36,Görlitzer Park,116,11,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ULMUS,re_anlagenbaeume.F10__127593,50052,2016-08-15T19:30:47.290Z,447,Land Berlin,F10__127593,F10__127593,Point,FLATTER-ULME,ULMUS LAEVIS,17,288,1900
37,Görlitzer Park,35,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127594,50052,2016-08-15T19:30:47.290Z,461,Land Berlin,F10__127594,F10__127594,Point,"SÜSS-KIRSCHE,VOGEL-KIRSCHE",PRUNUS AVIUM,17,81,1981
38,Görlitzer Park,46,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127595,50052,2016-08-15T19:30:47.290Z,468,Land Berlin,F10__127595,F10__127595,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,123,1970
39,Görlitzer Park,67,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__127596,50052,2016-08-15T19:30:47.290Z,470,Land Berlin,F10__127596,F10__127596,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,155,1949
40,Görlitzer Park,41,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127597,50052,2016-08-15T19:30:47.290Z,475,Land Berlin,F10__127597,F10__127597,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,92,1975
41,Görlitzer Park,51,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ROBINIA,re_anlagenbaeume.F10__127598,50052,2016-08-15T19:30:47.290Z,489,Land Berlin,F10__127598,F10__127598,Point,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,17,122,1965
42,Görlitzer Park,22,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127599,50052,2016-08-15T19:30:47.290Z,501,Land Berlin,F10__127599,F10__127599,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,7,43,1994
43,Görlitzer Park,36,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127600,50052,2016-08-15T19:30:47.290Z,505,Land Berlin,F10__127600,F10__127600,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,82,1980
44,Görlitzer Park,102,14,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127601,50052,2016-08-15T19:30:47.290Z,509,Land Berlin,F10__127601,F10__127601,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,17,251,1914
45,Görlitzer Park,29,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127602,50052,2016-08-15T19:30:47.290Z,525,Land Berlin,F10__127602,F10__127602,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,65,1987
46,Görlitzer Park,33,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127603,50052,2016-08-15T19:30:47.290Z,526,Land Berlin,F10__127603,F10__127603,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,78,1983
47,Görlitzer Park,26,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127604,50052,2016-08-15T19:30:47.290Z,527,Land Berlin,F10__127604,F10__127604,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,59,1990
48,Görlitzer Park,50,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127605,50052,2016-08-15T19:30:47.290Z,543,Land Berlin,F10__127605,F10__127605,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,7,123,1966
49,Görlitzer Park,27,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127606,50052,2016-08-15T19:30:47.290Z,544,Land Berlin,F10__127606,F10__127606,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,56,1989
50,Görlitzer Park,25,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127607,50052,2016-08-15T19:30:47.290Z,549,Land Berlin,F10__127607,F10__127607,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,55,1991
51,Görlitzer Park,41,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127608,50052,2016-08-15T19:30:47.290Z,551,Land Berlin,F10__127608,F10__127608,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,7,96,1975
52,Görlitzer Park,32,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127609,50052,2016-08-15T19:30:47.290Z,569,Land Berlin,F10__127609,F10__127609,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,74,1984
53,Görlitzer Park,18,2,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,JUGLANS,re_anlagenbaeume.F10__127610,50052,2016-08-15T19:30:47.290Z,583,Land Berlin,F10__127610,F10__127610,Point,WALNUSS,JUGLANS REGIA,3,36,1998
54,Görlitzer Park,55,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127611,50052,2016-08-15T19:30:47.290Z,591,Land Berlin,F10__127611,F10__127611,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,7,130,1961
55,Görlitzer Park,29,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127612,50052,2016-08-15T19:30:47.290Z,604,Land Berlin,F10__127612,F10__127612,Point,SPITZ-AHORN,ACER PLATANOIDES,7,72,1987
56,Görlitzer Park,25,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127613,50052,2016-08-15T19:30:47.290Z,617,Land Berlin,F10__127613,F10__127613,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,12,69,1991
57,Görlitzer Park,42,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127614,50052,2016-08-15T19:30:47.290Z,641,Land Berlin,F10__127614,F10__127614,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,7,103,1974
58,Görlitzer Park,35,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127615,50052,2016-08-15T19:30:47.290Z,646,Land Berlin,F10__127615,F10__127615,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,12,81,1981
59,Görlitzer Park,31,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,SORBUS,re_anlagenbaeume.F10__127616,50052,2016-08-15T19:30:47.290Z,653,Land Berlin,F10__127616,F10__127616,Point,OXELBEERE - SCHWEDISCHE MEHLBEERE,SORBUS INTERMEDIA,7,69,1985
60,Görlitzer Park,18,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,JUGLANS,re_anlagenbaeume.F10__127617,50052,2016-08-15T19:30:47.290Z,674,Land Berlin,F10__127617,F10__127617,Point,WALNUSS,JUGLANS REGIA,7,36,1998
61,Görlitzer Park,31,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127618,50052,2016-08-15T19:30:47.290Z,676,Land Berlin,F10__127618,F10__127618,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,69,1985
62,Görlitzer Park,84,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,POPULUS,re_anlagenbaeume.F10__127619,50052,2016-08-15T19:30:47.290Z,691,Land Berlin,F10__127619,F10__127619,Point,ITALIENISCHE PYRAMIDEN-PAPPEL,POPULUS NIGRA 'ITALICA',12,210,1932
63,Görlitzer Park,36,66,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127620,50052,2016-08-15T19:30:47.290Z,696,Land Berlin,F10__127620,F10__127620,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,84,1980
64,Görlitzer Park,67,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127621,50052,2016-08-15T19:30:47.290Z,699,Land Berlin,F10__127621,F10__127621,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,170,1949
65,Görlitzer Park,26,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ROBINIA,re_anlagenbaeume.F10__127622,50052,2016-08-15T19:30:47.290Z,700,Land Berlin,F10__127622,F10__127622,Point,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,12,58,1990
66,Görlitzer Park,26,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127623,50052,2016-08-15T19:30:47.290Z,704,Land Berlin,F10__127623,F10__127623,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,7,58,1990
67,Görlitzer Park,18,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127624,50052,2016-08-15T19:30:47.290Z,707,Land Berlin,F10__127624,F10__127624,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,7,36,1998
68,Görlitzer Park,35,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127625,50052,2016-08-15T19:30:47.290Z,713,Land Berlin,F10__127625,F10__127625,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,7,82,1981
69,Görlitzer Park,25,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127626,50052,2016-08-15T19:30:47.290Z,734,Land Berlin,F10__127626,F10__127626,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,55,1991
70,Görlitzer Park,47,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__127627,50052,2016-08-15T19:30:47.290Z,749,Land Berlin,F10__127627,F10__127627,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,135,1969
71,Görlitzer Park,68,14,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ULMUS,re_anlagenbaeume.F10__127628,50052,2016-08-15T19:30:47.290Z,763,Land Berlin,F10__127628,F10__127628,Point,FLATTER-ULME,ULMUS LAEVIS,17,187,1948
72,Görlitzer Park,21,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127629,50052,2016-08-15T19:30:47.290Z,768,Land Berlin,F10__127629,F10__127629,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,12,43,1995
73,Görlitzer Park,117,15,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,POPULUS,re_anlagenbaeume.F10__127630,50052,2016-08-15T19:30:47.290Z,790,Land Berlin,F10__127630,F10__127630,Point,PAPPEL,POPULUS SPEC.,17,279,1899
74,Görlitzer Park,21,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127631,50052,2016-08-15T19:30:47.290Z,793,Land Berlin,F10__127631,F10__127631,Point,SPITZ-AHORN,ACER PLATANOIDES,7,42,1995
75,Görlitzer Park,27,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127632,50052,2016-08-15T19:30:47.290Z,817,Land Berlin,F10__127632,F10__127632,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,7,55,1989
76,Görlitzer Park,48,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127633,50052,2016-08-15T19:30:47.290Z,819,Land Berlin,F10__127633,F10__127633,Point,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS 'FASTIGIATA',7,36,1968
77,Görlitzer Park,23,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127634,50052,2016-08-15T19:30:47.290Z,829,Land Berlin,F10__127634,F10__127634,Point,TRAUBEN-KIRSCHE,PRUNUS PADUS,12,52,1993
78,Görlitzer Park,66,10,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ALNUS,re_anlagenbaeume.F10__127635,50052,2016-08-15T19:30:47.290Z,830,Land Berlin,F10__127635,F10__127635,Point,"ROT-ERLE, SCHWARZ-ERLE",ALNUS GLUTINOSA,12,186,1950
79,Görlitzer Park,30,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__127636,50052,2016-08-15T19:30:47.290Z,842,Land Berlin,F10__127636,F10__127636,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,7,80,1986
80,Görlitzer Park,69,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127637,50052,2016-08-15T19:30:47.290Z,846,Land Berlin,F10__127637,F10__127637,Point,TRAUBEN-KIRSCHE,PRUNUS PADUS,12,170,1947
81,Görlitzer Park,19,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127638,50052,2016-08-15T19:30:47.290Z,849,Land Berlin,F10__127638,F10__127638,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,7,38,1997
82,Görlitzer Park,18,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127639,50052,2016-08-15T19:30:47.290Z,856,Land Berlin,F10__127639,F10__127639,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,7,35,1998
83,Görlitzer Park,19,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127640,50052,2016-08-15T19:30:47.290Z,865,Land Berlin,F10__127640,F10__127640,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,7,45,1997
84,Görlitzer Park,22,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__127641,50052,2016-08-15T19:30:47.290Z,871,Land Berlin,F10__127641,F10__127641,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,12,43,1994
85,Görlitzer Park,57,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127642,50052,2016-08-15T19:30:47.290Z,884,Land Berlin,F10__127642,F10__127642,Point,TRAUBEN-KIRSCHE,PRUNUS PADUS,7,140,1959
86,Görlitzer Park,33,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127643,50052,2016-08-15T19:30:47.290Z,904,Land Berlin,F10__127643,F10__127643,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,7,83,1983
87,Görlitzer Park,45,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127644,50052,2016-08-15T19:30:47.290Z,906,Land Berlin,F10__127644,F10__127644,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,112,1971
88,Görlitzer Park,55,10,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127645,50052,2016-08-15T19:30:47.290Z,931,Land Berlin,F10__127645,F10__127645,Point,TRAUBEN-KIRSCHE,PRUNUS PADUS,12,96,1961
89,Görlitzer Park,37,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127646,50052,2016-08-15T19:30:47.290Z,934,Land Berlin,F10__127646,F10__127646,Point,TRAUBEN-KIRSCHE,PRUNUS PADUS,12,85,1979
90,Görlitzer Park,249,9,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__127647,50052,2016-08-15T19:30:47.290Z,939,Land Berlin,F10__127647,F10__127647,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,17,628,1767
