,address,age,crown_diameter,district_id,downloaded_at,genus_latin,gml_id,identification_tag,ingested_at,location_number,owner,spatial_alias,spatial_name,spatial_type,species_german,species_latin,tree_height,trunk_circumference,year_of_planting
229,Görlitzer Park,23,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__124489,50052,2016-08-15T19:30:47.290Z,147,Land Berlin,F10__124489,F10__124489,Point,PYRAMIDEN-EICHE,QUERCUS ROBUR 'FASTIGIATA',12,44,1993
230,Görlitzer Park,47,11,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130560,50052,2016-08-15T19:30:47.290Z,22,Land Berlin,F10__130560,F10__130560,Point,SPITZ-AHORN,ACER PLATANOIDES,17,122,1969
231,Görlitzer Park,64,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130561,50052,2016-08-15T19:30:47.290Z,24,Land Berlin,F10__130561,F10__130561,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,156,1952
232,Görlitzer Park,39,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130562,50052,2016-08-15T19:30:47.290Z,33,Land Berlin,F10__130562,F10__130562,Point,TATAREN-AHORN,ACER TATARICUM,3,84,1977
233,Görlitzer Park,22,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130563,50052,2016-08-15T19:30:47.290Z,56,Land Berlin,F10__130563,F10__130563,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,3,49,1994
234,Görlitzer Park,27,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PYRUS,re_anlagenbaeume.F10__130564,50052,2016-08-15T19:30:47.290Z,59,Land Berlin,F10__130564,F10__130564,Point,CHINESISCHE WILD-BIRNE,PYRUS CALLERYANA 'CHANTICLEER',7,59,1989
235,Görlitzer Park,21,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PYRUS,re_anlagenbaeume.F10__130565,50052,2016-08-15T19:30:47.290Z,60,Land Berlin,F10__130565,F10__130565,Point,CHINESISCHE WILD-BIRNE,PYRUS CALLERYANA 'CHANTICLEER',3,44,1995
236,Görlitzer Park,21,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PYRUS,re_anlagenbaeume.F10__130566,50052,2016-08-15T19:30:47.290Z,64,Land Berlin,F10__130566,F10__130566,Point,CHINESISCHE WILD-BIRNE,PYRUS CALLERYANA 'CHANTICLEER',7,43,1995
237,Görlitzer Park,33,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130567,50052,2016-08-15T19:30:47.290Z,87,Land Berlin,F10__130567,F10__130567,Point,SPITZ-AHORN,ACER PLATANOIDES,12,77,1983
238,Görlitzer Park,32,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__130568,50052,2016-08-15T19:30:47.290Z,103,Land Berlin,F10__130568,F10__130568,Point,SILBER-LINDE,TILIA TOMENTOSA,12,75,1984
239,Görlitzer Park,27,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130569,50052,2016-08-15T19:30:47.290Z,105,Land Berlin,F10__130569,F10__130569,Point,SPITZ-AHORN,ACER PLATANOIDES,12,58,1989
240,Görlitzer Park,23,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PYRUS,re_anlagenbaeume.F10__136559,50052,2016-08-15T19:30:47.290Z,78,Land Berlin,F10__136559,F10__136559,Point,CHINESISCHE WILD-BIRNE,PYRUS CALLERYANA 'CHANTICLEER',7,49,1993
241,Görlitzer Park,51,10,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__136560,50052,2016-08-15T19:30:47.290Z,79,Land Berlin,F10__136560,F10__136560,Point,PURPURAHORN,ACER PSEUDOPLATANUS 'PURPURASCENS',12,114,1965
242,Görlitzer Park,22,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PYRUS,re_anlagenbaeume.F10__136561,50052,2016-08-15T19:30:47.290Z,83,Land Berlin,F10__136561,F10__136561,Point,CHINESISCHE WILD-BIRNE,PYRUS CALLERYANA 'CHANTICLEER',7,51,1994
243,Görlitzer Park,31,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__136562,50052,2016-08-15T19:30:47.290Z,89,Land Berlin,F10__136562,F10__136562,Point,SPITZ-AHORN,ACER PLATANOIDES,12,73,1985
244,Görlitzer Park,28,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__136563,50052,2016-08-15T19:30:47.290Z,90,Land Berlin,F10__136563,F10__136563,Point,SPITZ-AHORN,ACER PLATANOIDES,7,63,1988
245,Görlitzer Park,31,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__136564,50052,2016-08-15T19:30:47.290Z,95,Land Berlin,F10__136564,F10__136564,Point,SILBER-LINDE,TILIA TOMENTOSA,12,76,1985
246,Görlitzer Park,40,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__136565,50052,2016-08-15T19:30:47.290Z,96,Land Berlin,F10__136565,F10__136565,Point,SILBER-LINDE,TILIA TOMENTOSA,12,98,1976
247,Görlitzer Park,29,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__136566,50052,2016-08-15T19:30:47.290Z,99,Land Berlin,F10__136566,F10__136566,Point,SILBER-LINDE,TILIA TOMENTOSA,7,62,1987
248,Görlitzer Park,17,2,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__136567,50052,2016-08-15T19:30:47.290Z,116,Land Berlin,F10__136567,F10__136567,Point,PYRAMIDEN-EICHE,QUERCUS ROBUR 'FASTIGIATA',7,33,1999
249,Görlitzer Park,24,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__136568,50052,2016-08-15T19:30:47.290Z,120,Land Berlin,F10__136568,F10__136568,Point,PYRAMIDEN-EICHE,QUERCUS ROBUR 'FASTIGIATA',12,55,1992
250,Görlitzer Park,70,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__142610,50052,2016-08-15T19:30:47.290Z,354,Land Berlin,F10__142610,F10__142610,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,12,171,1946
251,Görlitzer Park,27,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__142611,50052,2016-08-15T19:30:47.290Z,364,Land Berlin,F10__142611,F10__142611,Point,SILBER-LINDE,TILIA TOMENTOSA,7,58,1989
252,Görlitzer Park,40,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,POPULUS,re_anlagenbaeume.F10__142612,50052,2016-08-15T19:30:47.290Z,369,Land Berlin,F10__142612,F10__142612,Point,SILBER-PAPPEL,POPULUS ALBA,12,95,1976
253,Görlitzer Park,25,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__142613,50052,2016-08-15T19:30:47.290Z,372,Land Berlin,F10__142613,F10__142613,Point,SILBER-LINDE,TILIA TOMENTOSA,7,52,1991
254,Görlitzer Park,21,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__142614,50052,2016-08-15T19:30:47.290Z,376,Land Berlin,F10__142614,F10__142614,Point,SPITZ-AHORN,ACER PLATANOIDES,7,43,1995
255,Görlitzer Park,27,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__142615,50052,2016-08-15T19:30:47.290Z,380,Land Berlin,F10__142615,F10__142615,Point,SILBER-LINDE,TILIA TOMENTOSA,7,58,1989
256,Görlitzer Park,20,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__142616,50052,2016-08-15T19:30:47.290Z,391,Land Berlin,F10__142616,F10__142616,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,7,42,1996
257,Görlitzer Park,35,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__118616,50052,2016-08-15T19:30:47.290Z,408,Land Berlin,F10__118616,F10__118616,Point,SILBER-LINDE,TILIA TOMENTOSA,7,77,1981
258,Görlitzer Park,29,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__118617,50052,2016-08-15T19:30:47.290Z,410,Land Berlin,F10__118617,F10__118617,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,7,59,1987
259,Görlitzer Park,25,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__118618,50052,2016-08-15T19:30:47.290Z,415,Land Berlin,F10__118618,F10__118618,Point,SILBER-LINDE,TILIA TOMENTOSA,7,56,1991
260,Görlitzer Park,24,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__124559,50052,2016-08-15T19:30:47.290Z,733,Land Berlin,F10__124559,F10__124559,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,7,54,1992
261,Görlitzer Park,49,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__124560,50052,2016-08-15T19:30:47.290Z,738,Land Berlin,F10__124560,F10__124560,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,7,111,1967
262,Görlitzer Park,19,2,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,SALIX,re_anlagenbaeume.F10__124561,50052,2016-08-15T19:30:47.290Z,743,Land Berlin,F10__124561,F10__124561,Point,BAUM-WEIDE - KOPF-WEIDE - SILBER/WEISS-WEIDE,SALIX ALBA,7,43,1997
263,Görlitzer Park,25,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__124562,50052,2016-08-15T19:30:47.290Z,744,Land Berlin,F10__124562,F10__124562,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,53,1991
264,Görlitzer Park,33,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__124563,50052,2016-08-15T19:30:47.290Z,745,Land Berlin,F10__124563,F10__124563,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,12,81,1983
265,Görlitzer Park,39,9,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__124564,50052,2016-08-15T19:30:47.290Z,750,Land Berlin,F10__124564,F10__124564,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,12,89,1977
266,Görlitzer Park,20,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__124565,50052,2016-08-15T19:30:47.290Z,751,Land Berlin,F10__124565,F10__124565,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,7,43,1996
267,Görlitzer Park,23,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__124566,50052,2016-08-15T19:30:47.290Z,752,Land Berlin,F10__124566,F10__124566,Point,FELD-AHORN - HECKEN-AHORN - MASSHOLDER,ACER CAMPESTRE,12,49,1993
268,Görlitzer Park,181,14,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ULMUS,re_anlagenbaeume.F10__124567,50052,2016-08-15T19:30:47.290Z,757,Land Berlin,F10__124567,F10__124567,Point,FLATTER-ULME,ULMUS LAEVIS,12,458,1835
269,Görlitzer Park,21,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__124568,50052,2016-08-15T19:30:47.290Z,760,Land Berlin,F10__124568,F10__124568,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,7,46,1995
270,Görlitzer Park,96,9,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130663,50052,2016-08-15T19:30:47.290Z,929,Land Berlin,F10__130663,F10__130663,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,245,1920
271,Görlitzer Park,45,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130664,50052,2016-08-15T19:30:47.290Z,945,Land Berlin,F10__130664,F10__130664,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,105,1971
272,Görlitzer Park,38,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130665,50052,2016-08-15T19:30:47.290Z,948,Land Berlin,F10__130665,F10__130665,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,17,89,1978
273,Görlitzer Park,74,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130666,50052,2016-08-15T19:30:47.290Z,949,Land Berlin,F10__130666,F10__130666,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,185,1942
274,Görlitzer Park,30,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__130667,50052,2016-08-15T19:30:47.290Z,952,Land Berlin,F10__130667,F10__130667,Point,KIRSCHE,PRUNUS SPEC.,12,76,1986
275,Görlitzer Park,48,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130668,50052,2016-08-15T19:30:47.290Z,954,Land Berlin,F10__130668,F10__130668,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,17,112,1968
276,Görlitzer Park,21,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ULMUS,re_anlagenbaeume.F10__130669,50052,2016-08-15T19:30:47.290Z,967,Land Berlin,F10__130669,F10__130669,Point,FLATTER-ULME,ULMUS LAEVIS,12,54,1995
277,Görlitzer Park,26,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130670,50052,2016-08-15T19:30:47.290Z,973,Land Berlin,F10__130670,F10__130670,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,62,1990
278,Görlitzer Park,23,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130671,50052,2016-08-15T19:30:47.290Z,981,Land Berlin,F10__130671,F10__130671,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,48,1993
279,Görlitzer Park,32,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__130672,50052,2016-08-15T19:30:47.290Z,993,Land Berlin,F10__130672,F10__130672,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,17,75,1984
280,Görlitzer Park,30,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__136637,50052,2016-08-15T19:30:47.290Z,782,Land Berlin,F10__136637,F10__136637,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,71,1986
281,Görlitzer Park,54,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__136638,50052,2016-08-15T19:30:47.290Z,786,Land Berlin,F10__136638,F10__136638,Point,SPITZ-AHORN,ACER PLATANOIDES,12,131,1962
282,Görlitzer Park,32,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__136639,50052,2016-08-15T19:30:47.290Z,800,Land Berlin,F10__136639,F10__136639,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,73,1984
283,Görlitzer Park,35,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__136640,50052,2016-08-15T19:30:47.290Z,812,Land Berlin,F10__136640,F10__136640,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,74,1981
284,Görlitzer Park,19,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__136641,50052,2016-08-15T19:30:47.290Z,824,Land Berlin,F10__136641,F10__136641,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,12,38,1997
285,Görlitzer Park,76,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ALNUS,re_anlagenbaeume.F10__136642,50052,2016-08-15T19:30:47.290Z,831,Land Berlin,F10__136642,F10__136642,Point,"GRAU-ERLE,  WEISS-ERLE",ALNUS INCANA,17,188,1940
286,Görlitzer Park,33,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__136643,50052,2016-08-15T19:30:47.290Z,841,Land Berlin,F10__136643,F10__136643,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,86,1983
287,Görlitzer Park,47,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__136644,50052,2016-08-15T19:30:47.290Z,868,Land Berlin,F10__136644,F10__136644,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,121,1969
288,Görlitzer Park,40,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__136645,50052,2016-08-15T19:30:47.290Z,869,Land Berlin,F10__136645,F10__136645,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,95,1976
289,Görlitzer Park,37,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ULMUS,re_anlagenbaeume.F10__136646,50052,2016-08-15T19:30:47.290Z,875,Land Berlin,F10__136646,F10__136646,Point,BERG-ULME,ULMUS GLABRA,17,88,1979
290,Görlitzer Park,77,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,MALUS,re_anlagenbaeume.F10__118649,50052,2016-08-15T19:30:47.290Z,703,Land Berlin,F10__118649,F10__118649,Point,KULTURAPFEL,MALUS DOMESTICA,7,190,1939
291,Görlitzer Park,24,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__118650,50052,2016-08-15T19:30:47.290Z,729,Land Berlin,F10__118650,F10__118650,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,7,49,1992
292,Görlitzer Park,33,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__118651,50052,2016-08-15T19:30:47.290Z,735,Land Berlin,F10__118651,F10__118651,Point,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,7,78,1983
293,Görlitzer Park,68,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__118652,50052,2016-08-15T19:30:47.290Z,741,Land Berlin,F10__118652,F10__118652,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,7,166,1948
294,Görlitzer Park,29,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__118653,50052,2016-08-15T19:30:47.290Z,742,Land Berlin,F10__118653,F10__118653,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,7,71,1987
295,Görlitzer Park,78,9,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__118654,50052,2016-08-15T19:30:47.290Z,755,Land Berlin,F10__118654,F10__118654,Point,SPITZ-AHORN,ACER PLATANOIDES,12,190,1938
296,Görlitzer Park,18,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__118655,50052,2016-08-15T19:30:47.290Z,783,Land Berlin,F10__118655,F10__118655,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,3,36,1998
297,Görlitzer Park,22,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__118656,50052,2016-08-15T19:30:47.290Z,791,Land Berlin,F10__118656,F10__118656,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,3,47,1994
298,Görlitzer Park,29,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ACER,re_anlagenbaeume.F10__118657,50052,2016-08-15T19:30:47.290Z,794,Land Berlin,F10__118657,F10__118657,Point,BERG-AHORN  -  WEISS-AHORN,ACER PSEUDOPLATANUS,12,63,1987
299,Görlitzer Park,17,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__118658,50052,2016-08-15T19:30:47.290Z,798,Land Berlin,F10__118658,F10__118658,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,7,33,1999
300,Görlitzer Park,20,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__127590,50052,2016-08-15T19:30:47.290Z,394,Land Berlin,F10__127590,F10__127590,Point,SILBER-LINDE,TILIA TOMENTOSA,7,41,1996
301,Görlitzer Park,37,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127591,50052,2016-08-15T19:30:47.290Z,417,Land Berlin,F10__127591,F10__127591,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,85,1979
302,Görlitzer Park,25,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PINUS,re_anlagenbaeume.F10__127592,50052,2016-08-15T19:30:47.290Z,434,Land Berlin,F10__127592,F10__127592,Point,ÖSTERREICHISCHE SCHWARZKIEFER,PINUS NIGRA SSP. NIGRA,3,52,1991
303,Görlitzer Park,116,11,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ULMUS,re_anlagenbaeume.F10__127593,50052,2016-08-15T19:30:47.290Z,447,Land Berlin,F10__127593,F10__127593,Point,FLATTER-ULME,ULMUS LAEVIS,17,288,1900
304,Görlitzer Park,35,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__127594,50052,2016-08-15T19:30:47.290Z,461,Land Berlin,F10__127594,F10__127594,Point,"SÜSS-KIRSCHE,VOGEL-KIRSCHE",PRUNUS AVIUM,17,81,1981
305,Görlitzer Park,46,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127595,50052,2016-08-15T19:30:47.290Z,468,Land Berlin,F10__127595,F10__127595,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,123,1970
306,Görlitzer Park,67,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__127596,50052,2016-08-15T19:30:47.290Z,470,Land Berlin,F10__127596,F10__127596,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,155,1949
307,Görlitzer Park,41,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127597,50052,2016-08-15T19:30:47.290Z,475,Land Berlin,F10__127597,F10__127597,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,92,1975
308,Görlitzer Park,51,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ROBINIA,re_anlagenbaeume.F10__127598,50052,2016-08-15T19:30:47.290Z,489,Land Berlin,F10__127598,F10__127598,Point,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,17,122,1965
309,Görlitzer Park,22,3,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__127599,50052,2016-08-15T19:30:47.290Z,501,Land Berlin,F10__127599,F10__127599,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,7,43,1994
310,Görlitzer Park,39,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CORYLUS,re_anlagenbaeume.F10__133625,50052,2016-08-15T19:30:47.290Z,827,Land Berlin,F10__133625,F10__133625,Point,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,12,85,1977
311,Görlitzer Park,41,8,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,TILIA,re_anlagenbaeume.F10__133626,50052,2016-08-15T19:30:47.290Z,828,Land Berlin,F10__133626,F10__133626,Point,WINTER-LINDE,TILIA CORDATA,12,100,1975
312,Görlitzer Park,43,5,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__133627,50052,2016-08-15T19:30:47.290Z,832,Land Berlin,F10__133627,F10__133627,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,108,1973
313,Görlitzer Park,33,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ALNUS,re_anlagenbaeume.F10__133628,50052,2016-08-15T19:30:47.290Z,833,Land Berlin,F10__133628,F10__133628,Point,"ROT-ERLE, SCHWARZ-ERLE",ALNUS GLUTINOSA,12,71,1983
314,Görlitzer Park,67,7,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,BETULA,re_anlagenbaeume.F10__133629,50052,2016-08-15T19:30:47.290Z,834,Land Berlin,F10__133629,F10__133629,Point,"SANDBIRKE, WEISS-BIRKE",BETULA PENDULA,12,172,1949
315,Görlitzer Park,18,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__133630,50052,2016-08-15T19:30:47.290Z,845,Land Berlin,F10__133630,F10__133630,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,12,41,1998
316,Görlitzer Park,45,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,ALNUS,re_anlagenbaeume.F10__133631,50052,2016-08-15T19:30:47.290Z,863,Land Berlin,F10__133631,F10__133631,Point,"ROT-ERLE, SCHWARZ-ERLE",ALNUS GLUTINOSA,12,140,1971
317,Görlitzer Park,22,4,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,CARPINUS,re_anlagenbaeume.F10__133632,50052,2016-08-15T19:30:47.290Z,882,Land Berlin,F10__133632,F10__133632,Point,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,7,51,1994
318,Görlitzer Park,29,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,QUERCUS,re_anlagenbaeume.F10__133633,50052,2016-08-15T19:30:47.290Z,886,Land Berlin,F10__133633,F10__133633,Point,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,12,66,1987
319,Görlitzer Park,28,6,Friedrichshain-Kreuzberg,2016-08-13T22:57:36Z,PRUNUS,re_anlagenbaeume.F10__133634,50052,2016-08-15T19:30:47.290Z,891,Land Berlin,F10__133634,F10__133634,Point,SPÄTBLÜHENDE TRAUBEN-KIRSCHE,PRUNUS SEROTINA,12,71,1988
