activity,category,entity,id,name
Modern Dance,Musik / Tanz,Modern Dance,01P22,Berlin Cosmopolitan School
Robotics,Naturwissenschaft / Technik,Robotics,01P22,Berlin Cosmopolitan School
Rockband,Musik / Tanz,Rockband,01P22,Berlin Cosmopolitan School
Spanisch,Sprachen,Spanisch,01P22,Berlin Cosmopolitan School
Taekwondo,Sport,Taekwondo,01P22,Berlin Cosmopolitan School
Yoga,Sport,Yoga,01P22,Berlin Cosmopolitan School
Holzwerkstatt,Handwerk,Holzwerkstatt,01P22,Berlin Cosmopolitan School
Arts & Crafts (Basteln),Handwerk,Arts & Crafts,01P22,Berlin Cosmopolitan School
Ballett,Sport,Ballett,01P22,Berlin Cosmopolitan School
Basketball,Sport,Basketball,01P22,Berlin Cosmopolitan School
Schach,Sport,Schach,01P22,Berlin Cosmopolitan School
Kochen,Handwerk,Kochen,01P22,Berlin Cosmopolitan School
Digitale Animation,Kunst / Kultur,Digitale Animation,01P22,Berlin Cosmopolitan School
Digitale Fotografie,Kunst / Kultur,Digitale Fotografie,01P22,Berlin Cosmopolitan School
Drama (Theater),Kunst / Kultur,Theater,01P22,Berlin Cosmopolitan School
Chinesisch,Sprachen,Chinesisch,01P22,Berlin Cosmopolitan School
Chor,Musik / Tanz,Chor,01P22,Berlin Cosmopolitan School
Gitarrenunterricht,Musik / Tanz,Gitarrenunterricht,01P22,Berlin Cosmopolitan School
Orchester,Musik / Tanz,Orchester,01P22,Berlin Cosmopolitan School
Elektronische Musik,Musik / Tanz,Elektronische Musik,01P22,Berlin Cosmopolitan School
Mode,Handwerk,Mode,01P22,Berlin Cosmopolitan School
Französisch,Sprachen,Französisch,01P22,Berlin Cosmopolitan School
Fußball,Sport,Fußball,01P22,Berlin Cosmopolitan School
Lego City,Naturwissenschaft / Technik,Lego City,01P22,Berlin Cosmopolitan School
Modern Dance,Musik / Tanz,Modern Dance,01P22,Berlin Cosmopolitan School
Robotics,Naturwissenschaft / Technik,Robotics,01P22,Berlin Cosmopolitan School
Rockband,Musik / Tanz,Rockband,01P22,Berlin Cosmopolitan School
Spanisch,Sprachen,Spanisch,01P22,Berlin Cosmopolitan School
Taekwondo,Sport,Taekwondo,01P22,Berlin Cosmopolitan School
Yoga,Sport,Yoga,01P22,Berlin Cosmopolitan School
Holzwerkstatt,Handwerk,Holzwerkstatt,01P22,Berlin Cosmopolitan School
Chor,Musik / Tanz,Chor,07G17,Stechlinsee-Grundschule
Tanzen,Musik / Tanz,Tanzen,07G17,Stechlinsee-Grundschule
Blockflötenensemble,Musik / Tanz,Blockflötenensemble,07G17,Stechlinsee-Grundschule
Querflötenensemble,Musik / Tanz,Querflötenensemble,07G17,Stechlinsee-Grundschule
Tanztheater,Kunst / Kultur,Tanztheater,07G17,Stechlinsee-Grundschule
Keyboard,Musik / Tanz,Keyboard,07G17,Stechlinsee-Grundschule
Instrumental-AG,Musik / Tanz,Instrumental-AG,07G17,Stechlinsee-Grundschule
Popband & Jazz-Combo,Musik / Tanz,Popband & Jazz-Combo,07G17,Stechlinsee-Grundschule
Improvisationen,Musik / Tanz,Improvisationen,07G17,Stechlinsee-Grundschule
Bläsergruppe,Musik / Tanz,Bläsergruppe,07G17,Stechlinsee-Grundschule
div. AG`s,nc,div. AG`s,12P07,Private Goethe-Schulen
Theater,Kunst / Kultur,Theater,07K10,Friedrich-Bergius-Schule
Chor u.a.,Musik / Tanz,Chor,07K10,Friedrich-Bergius-Schule
Schülerzeitung,Literatur / Medien,Schülerzeitung,07K06,Georg-von-Giesche-Schule
Fußball,Sport,Fußball,07K06,Georg-von-Giesche-Schule
Karate,Sport,Karate,07K06,Georg-von-Giesche-Schule
Break-Dance,Musik / Tanz,Break-Dance,07K06,Georg-von-Giesche-Schule
Schwimmen,Sport,Schwimmen,07K06,Georg-von-Giesche-Schule
Rap,Musik / Tanz,Rap,07K06,Georg-von-Giesche-Schule
Yoga,Sport,Yoga,07K06,Georg-von-Giesche-Schule
Singen,Musik / Tanz,Singen,07K06,Georg-von-Giesche-Schule
Schulband,Musik / Tanz,Schulband,07K06,Georg-von-Giesche-Schule
Kunst,Kunst / Kultur,Kunst,07K06,Georg-von-Giesche-Schule
Tischtennis,Sport,Tischtennis,07K06,Georg-von-Giesche-Schule
Graffiti,Kunst / Kultur,Graffiti,07K06,Georg-von-Giesche-Schule
Streicher-Ensemble,Musik / Tanz,Streicher-Ensemble,07Y01,Robert-Blum-Gymnasium
Gitarren-Ensemble,Musik / Tanz,Gitarren-Ensemble,07Y01,Robert-Blum-Gymnasium
Holzbläser-Ensemble,Musik / Tanz,Holzbläser-Ensemble,07Y01,Robert-Blum-Gymnasium
Schulband (Pop / Rock),Musik / Tanz,Schulband,07Y01,Robert-Blum-Gymnasium
Chor,Musik / Tanz,Chor,07Y01,Robert-Blum-Gymnasium
Musical,Musik / Tanz,Musical,07Y01,Robert-Blum-Gymnasium
Filmclub,Literatur / Medien,Filmclub,07Y01,Robert-Blum-Gymnasium
Filmschnitt,Literatur / Medien,Filmschnitt,07Y01,Robert-Blum-Gymnasium
Design,Literatur / Medien,Design,07Y01,Robert-Blum-Gymnasium
Tanz,Musik / Tanz,Tanz,07Y01,Robert-Blum-Gymnasium
Leseprofis,Literatur / Medien,Leseprofis,07Y01,Robert-Blum-Gymnasium
Event-AG (Veranstaltungstechnik und Veranstaltungsorganisation),Berufsorientierung,Event-AG,07Y01,Robert-Blum-Gymnasium
NAWI-Experimente,Naturwissenschaft / Technik,NAWI-Experimente,07Y01,Robert-Blum-Gymnasium
Roberta (Roboterprojekt),Naturwissenschaft / Technik,Roberta (Roboterprojekt),07Y01,Robert-Blum-Gymnasium
Jugend forscht,Naturwissenschaft / Technik,Jugend forscht,07Y01,Robert-Blum-Gymnasium
Fußball,Sport,Fußball,07Y01,Robert-Blum-Gymnasium
Basketball,Sport,Basketball,07Y01,Robert-Blum-Gymnasium
Religion,Gesellschaft / Partizipation,Religion,07Y01,Robert-Blum-Gymnasium
Qrage-AG (Schule ohne Rassismus - Schule mit Courage),nc,Schule ohne Rassismus - Schule mit Courage,07Y01,Robert-Blum-Gymnasium
Courage-Times (Schülerzeitung),Literatur / Medien,Schülerzeitung,07Y01,Robert-Blum-Gymnasium
Konfliktlotsen / Mediation,Gesellschaft / Partizipation,Konfliktlotse,07Y01,Robert-Blum-Gymnasium
Schulchor,Musik / Tanz,Chor,07Y02,Rückert-Gymnasium
Big Band,Musik / Tanz,Big Band,07Y02,Rückert-Gymnasium
Basketball,Sport,Basketball,07Y02,Rückert-Gymnasium
Film,Literatur / Medien,Film,07Y02,Rückert-Gymnasium
Percussion,Musik / Tanz,Percussion,07Y02,Rückert-Gymnasium
Philosophie,Gesellschaft / Partizipation,Philosophie,07Y02,Rückert-Gymnasium
Roboter,Naturwissenschaft / Technik,Roboter,07Y02,Rückert-Gymnasium
Schulhomepage,Naturwissenschaft / Technik,Schulhomepage,07Y02,Rückert-Gymnasium
Naturwissenschaftliche Wettbewerbe,no category,no group,07Y02,Rückert-Gymnasium
Bühnen-Technik,Kunst / Kultur,Bühnentechnik,07Y02,Rückert-Gymnasium
Schülerzeitung,Literatur / Medien,Schülerzeitung,07Y02,Rückert-Gymnasium
Percussion,Musik / Tanz,Percussion,07Y03,Rheingau-Gymnasium
Trommeln,Musik / Tanz,Trommeln,07Y03,Rheingau-Gymnasium
Vororchester,Musik / Tanz,Vororchester,07Y03,Rheingau-Gymnasium
Orchester,Musik / Tanz,Orchester,07Y03,Rheingau-Gymnasium
Orgel,Musik / Tanz,Orgel,07Y03,Rheingau-Gymnasium
Chor,Musik / Tanz,Chor,07Y03,Rheingau-Gymnasium
Liftband (Einsteiger-Ensemble Jazz-Musik),Musik / Tanz,Liftband,07Y03,Rheingau-Gymnasium
Big Band,Musik / Tanz,Big Band,07Y03,Rheingau-Gymnasium
Badminton,Sport,Badminton,07Y03,Rheingau-Gymnasium
Basketball,Sport,Basketball,07Y03,Rheingau-Gymnasium
Schulgeschichte,Gesellschaft / Partizipation,Schulgeschichte,07Y03,Rheingau-Gymnasium
Cine Español,Sprachen,Cine Español,07Y03,Rheingau-Gymnasium
Technik,Naturwissenschaft / Technik,Technik,07Y03,Rheingau-Gymnasium
Mathematik,Naturwissenschaft / Technik,Mathematik,07Y03,Rheingau-Gymnasium
Modellbau,Handwerk,Modellbau,07Y03,Rheingau-Gymnasium
Informatik,Naturwissenschaft / Technik,Informatik,07Y03,Rheingau-Gymnasium
Politik,Gesellschaft / Partizipation,Politik,07Y03,Rheingau-Gymnasium
Club DELF,Sprachen,DELF,07Y03,Rheingau-Gymnasium
Yoga,Sport,Yoga,07Y03,Rheingau-Gymnasium
Gleitschirmfliegen,Sport,Gleitschirmfliegen,07Y03,Rheingau-Gymnasium
Fußball,Sport,Fußball,07Y03,Rheingau-Gymnasium
Theater,Kunst / Kultur,Theater,07Y03,Rheingau-Gymnasium
Rudern,Sport,Rudern,07Y03,Rheingau-Gymnasium
Fußball,Sport,Fußball,07S04,Marianne-Cohn-Schule
Laufen,Sport,Laufen,07S04,Marianne-Cohn-Schule
Sport & Spiel,Sport,Sport und Spiel,07S04,Marianne-Cohn-Schule
Rhythmusgruppe,Musik / Tanz,Rhythmus,07S04,Marianne-Cohn-Schule
Musik-AG,Musik / Tanz,Musik,07S04,Marianne-Cohn-Schule
Tanzen,Musik / Tanz,Tanzen,07S04,Marianne-Cohn-Schule
Rap-Projekt,Musik / Tanz,Rap,07S04,Marianne-Cohn-Schule
Heilpädagogisches Malen,Kunst / Kultur,Heilpädagogisches Malen,07S04,Marianne-Cohn-Schule
Töpfern,Handwerk,Töpfern,07S04,Marianne-Cohn-Schule
Chor,Musik / Tanz,Chor,03P21,Freie Integrative Montessori Grundschule Pankow
Instrumentalunterricht,Musik / Tanz,Instrumentalunterricht,03P21,Freie Integrative Montessori Grundschule Pankow
Lyrikkreis,Literatur / Medien,Lyrikkreis,03P21,Freie Integrative Montessori Grundschule Pankow
Fußball,Sport,Fußball,03P21,Freie Integrative Montessori Grundschule Pankow
Capoeira,Musik / Tanz,Capoeira,03P21,Freie Integrative Montessori Grundschule Pankow
Sport- und Bewegung,Sport,Sport,03P21,Freie Integrative Montessori Grundschule Pankow
Sternstunden,nc,Sternstunden,03P21,Freie Integrative Montessori Grundschule Pankow
Traumstunden,nc,Traumstunden,03P21,Freie Integrative Montessori Grundschule Pankow
Schülerband,Musik / Tanz,Band,03P21,Freie Integrative Montessori Grundschule Pankow
Atelier,Kunst / Kultur,Atelier,03P21,Freie Integrative Montessori Grundschule Pankow
Handwerken,Handwerk,Handwerken,03P21,Freie Integrative Montessori Grundschule Pankow
Schach,Sport,Schach,03P21,Freie Integrative Montessori Grundschule Pankow
Allgemeiner Zusatzsport,Sport,Sport,06G14,Sachsenwald-Grundschule
Aikido,Sport,Aikido,06G14,Sachsenwald-Grundschule
Basketball,Sport,Basketball,06G14,Sachsenwald-Grundschule
Fechten,Sport,Fechten,06G14,Sachsenwald-Grundschule
Fitness-Training,Sport,Fitness,06G14,Sachsenwald-Grundschule
Fußball,Sport,Fußball,06G14,Sachsenwald-Grundschule
Handball,Sport,Handball,06G14,Sachsenwald-Grundschule
Hockey,Sport,Hockey,06G14,Sachsenwald-Grundschule
Inline Skating,Sport,Inline Skating,06G14,Sachsenwald-Grundschule
Line Dance,Musik / Tanz,Line Dance,06G14,Sachsenwald-Grundschule
Schwimmen,Sport,Schwimmen,06G14,Sachsenwald-Grundschule
Tanzen,Musik / Tanz,Tanzen,06G14,Sachsenwald-Grundschule
Trampolin,Sport,Trampolin,06G14,Sachsenwald-Grundschule
Jungenclub,nc,Jungenclub,06G14,Sachsenwald-Grundschule
Mädchenclub,nc,Mädchenclub,06G14,Sachsenwald-Grundschule
Chor,Musik / Tanz,Chor,06G14,Sachsenwald-Grundschule
Zwergenchor,Musik / Tanz,Chor,06G14,Sachsenwald-Grundschule
Fußball,Sport,Fußball,06G15,Dunant-Grundschule
Musical / Dance,Musik / Tanz,Musical,06G15,Dunant-Grundschule
KunstBau-Werkstatt,Handwerk,Kunstbau,06G15,Dunant-Grundschule
Cantate Kinderchor,Musik / Tanz,Chor,06G15,Dunant-Grundschule
Judo,Sport,Judo,06G15,Dunant-Grundschule
Hockey,Sport,Hockey,06G15,Dunant-Grundschule
"Tanzgruppe ""Gänsefüßchen""",Musik / Tanz,Tanz,06G15,Dunant-Grundschule
Leseratten,Literatur / Medien,Leseratten,06G15,Dunant-Grundschule
musische u. sportliche AGs,nc,musische u. sportliche AGs,06G17,Grundschule am Insulaner
Computer-AG,Naturwissenschaft / Technik,Computer,06G17,Grundschule am Insulaner
Roberta,Naturwissenschaft / Technik,Roberta,06G20,Alt-Lankwitzer Grundschule
Schlaufuchs,nc,Schlaufuchs,06G20,Alt-Lankwitzer Grundschule
Haus der kleinen Forscher,Naturwissenschaft / Technik,Forschung,06G20,Alt-Lankwitzer Grundschule
Singen-Tanzen-Spielen,Musik / Tanz,Singen-Tanzen-Spielen,06G20,Alt-Lankwitzer Grundschule
Französisch Kochen,Handwerk,Französisch Kochen,06G20,Alt-Lankwitzer Grundschule
Skat,Gesellschaft / Partizipation,Skat,06G20,Alt-Lankwitzer Grundschule
Basteln,Handwerk,Basteln,06G20,Alt-Lankwitzer Grundschule
Badminton,Sport,Badminton,06G20,Alt-Lankwitzer Grundschule
Handball,Sport,Handball,06G20,Alt-Lankwitzer Grundschule
Basketball,Sport,Basketball,06G20,Alt-Lankwitzer Grundschule
Hockey,Sport,Hockey,06G20,Alt-Lankwitzer Grundschule
Fußball,Sport,Fußball,06G20,Alt-Lankwitzer Grundschule
Schwerpunkt von musischen u. sportlichen Ags,nc,Schwerpunkt von musischen u. sportlichen Ags,06G23,Kronach-Grundschule
Club der Berliner Leseratten,Literatur / Medien,Leseratten,06G23,Kronach-Grundschule
Tanztheaterprojekt in den 5.Klassen,Musik / Tanz,Tanztheater,06G23,Kronach-Grundschule
Leichtathletik,Sport,Leichtathletik,06G25,Clemens-Brentano-Grundschule
Chor,Musik / Tanz,Chor,06G25,Clemens-Brentano-Grundschule
Fußball,Sport,Fußball,06G25,Clemens-Brentano-Grundschule
Zirkus,Kultur / Kunst,Zirkus,06G25,Clemens-Brentano-Grundschule
Tanz,Musik / Tanz,Tanz,06G25,Clemens-Brentano-Grundschule
Flöten,Musik / Tanz,Flöten,06G25,Clemens-Brentano-Grundschule
Töpfern,Handwerk,Töpfern,06G25,Clemens-Brentano-Grundschule
Kunst,Kunst / Kultur,Kunst,06G25,Clemens-Brentano-Grundschule
musikalische Früherziehung,Musik / Tanz,Musik,06G25,Clemens-Brentano-Grundschule
Hausmusikabend,Musik / Tanz,Hausmusik,06G25,Clemens-Brentano-Grundschule
Revue,nc,Revue,06G25,Clemens-Brentano-Grundschule
Orchester,Musik / Tanz,Orchester,06G26,Käthe-Kruse-Grundschule
Chor,Musik / Tanz,Chor,06G26,Käthe-Kruse-Grundschule
Flöten,Musik / Tanz,Flöten,06G26,Käthe-Kruse-Grundschule
Gitarre,Musik / Tanz,Gitarre,06G26,Käthe-Kruse-Grundschule
Fußball,Sport,Fußball,06G26,Käthe-Kruse-Grundschule
Basketball,Sport,Basketball,06G26,Käthe-Kruse-Grundschule
Kunst,Kunst / Kultur,Kunst,06G26,Käthe-Kruse-Grundschule
Lesen,Literatur / Medien,Lesen,06G26,Käthe-Kruse-Grundschule
Schach,Sport,Schach,06G26,Käthe-Kruse-Grundschule
Früh-Englisch,Sprachen,Englisch,06G26,Käthe-Kruse-Grundschule
Chor,Musik / Tanz,Chor,06G27,Grundschule am Königsgraben
Instrumentalkreis,Musik / Tanz,Instrumentalkreis,06G27,Grundschule am Königsgraben
Tanzen,Musik / Tanz,Tanzen,06G27,Grundschule am Königsgraben
Töpfern,Handwerk,Töpfern,06G27,Grundschule am Königsgraben
Chinesisch,Sprachen,Chinesisch,06G27,Grundschule am Königsgraben
Naturforscher,Naturwissenschaft / Technik,Naturforscher,06G27,Grundschule am Königsgraben
Ballspiele,Sport,Ballspiele,06G27,Grundschule am Königsgraben
Basketball,Sport,Basketball,06G27,Grundschule am Königsgraben
Computer,Naturwissenschaft / Technik,Computer,06G27,Grundschule am Königsgraben
Streitschlichter,Gesellschaft / Partizipation,Streitschlichter,06G27,Grundschule am Königsgraben
Chor,Musik / Tanz,Chor,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Band,Musik / Tanz,Band,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Tanz,Musik / Tanz,Tanz,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Segelflug,Sport,Segelflug,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Schach,Sport,Schach,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Gitarre,Musik / Tanz,Gitarre,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Werkstatt,Handwerk,Werkstatt,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Ballsport,Sport,Ballsport,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Billard,Sport,Billard,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Schülerzeitung,Literatur / Medien,Schülerzeitung,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Mediation,Gesellschaft / Partizipation,Mediation,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Hausaufgaben,Berufsorientierung,Hausaufgaben,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Frankreich,Sprachen,Frankreich,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Astronomie,Naturwissenschaft / Technik,Astronomie,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Informatik,Naturwissenschaft / Technik,Informatik,06K03,Kopernikus-Schule (Integrierte Sekundarschule)
Chor,Musik / Tanz,Chor,06K04,Bröndby-Schule (Integrierte Sekundarschule)
Fußball,Sport,Fußball,06K04,Bröndby-Schule (Integrierte Sekundarschule)
Seidenmalerei (Beachten Sie die aktuelle Liste auf der Homepage),Kunst / Kultur,Seidenmalerei,06K04,Bröndby-Schule (Integrierte Sekundarschule)
Kochen und Backen,Handwerk,Kochen und Backen,07G19,Paul-Simmel-Grundschule
Handarbeiten,Handwerk,Handarbeiten,07G19,Paul-Simmel-Grundschule
Flöten,Musik / Tanz,Flöten,07G19,Paul-Simmel-Grundschule
Chor,Musik / Tanz,Chor,07G19,Paul-Simmel-Grundschule
Fußball,Sport,Fußball,07G19,Paul-Simmel-Grundschule
Handball,Sport,Handball,07G19,Paul-Simmel-Grundschule
Badminton,Sport,Badminton,07G19,Paul-Simmel-Grundschule
Jonglieren,Sport,Jonglieren,07G19,Paul-Simmel-Grundschule
In der Ergänzenden Betreuung:Singen,Musik / Tanz,Singen,07G19,Paul-Simmel-Grundschule
Fußball,Sport,Fußball,07G19,Paul-Simmel-Grundschule
Nähen,Handwerk,Nähen,07G19,Paul-Simmel-Grundschule
Trommeln,Musik / Tanz,Trommeln,07G19,Paul-Simmel-Grundschule
Tanzen,Musik / Tanz,Tanzen,07G19,Paul-Simmel-Grundschule
Spiele und Bewegung,Sport,Spiele und Bewegung,07G19,Paul-Simmel-Grundschule
Entspannung,nc,Entspannung,07G19,Paul-Simmel-Grundschule
Musik-AG,Musik / Tanz,Musik,07K11,Hugo-Gaudig-Schule
Roboter-AG,Naturwissenschaft / Technik,Roboter,07K11,Hugo-Gaudig-Schule
Fußball,Sport,Fußball,07K11,Hugo-Gaudig-Schule
Tennis,Sport,Tennis,07K11,Hugo-Gaudig-Schule
Tischtennis,Sport,Tischtennis,07K11,Hugo-Gaudig-Schule
Yoga,Sport,Yoga,07K11,Hugo-Gaudig-Schule
Chor,Musik / Tanz,Chor,07K11,Hugo-Gaudig-Schule
Gitarrenunterricht,Musik / Tanz,Gitarrenunterricht,07K11,Hugo-Gaudig-Schule
Keyboardunterricht,Musik / Tanz,Keyboard,07K11,Hugo-Gaudig-Schule
Schülerzeitung,Literatur / Medien,Schülerzeitung,07K11,Hugo-Gaudig-Schule
Beratung in Ausbildungsfragen,Berufsorientierung,Beratung in Ausbildungsfragen,07K07,Johanna-Eck-Schule (Integrierte Sekundarschule)
Fußball,Sport,Fußball,07K07,Johanna-Eck-Schule (Integrierte Sekundarschule)
Theater,Kunst / Kultur,Theater,07K07,Johanna-Eck-Schule (Integrierte Sekundarschule)
Konfliktlotsen,Gesellschaft / Partizipation,Konfliktlotsen,07K07,Johanna-Eck-Schule (Integrierte Sekundarschule)
Mofa-Fahren mit Verstand,Gesellschaft / Partizipation,Mofa-Fahren mit Verstand,07K04,Theodor-Haubach-Schule
Fußball,Sport,Fußball,07K04,Theodor-Haubach-Schule
Basketball,Sport,Basketball,07K04,Theodor-Haubach-Schule
Band-AG,Musik / Tanz,Band,07K04,Theodor-Haubach-Schule
Gitarren-AG,Musik / Tanz,Gitarren-AG,07K04,Theodor-Haubach-Schule
Chor,Musik / Tanz,Chor,07Y05,Luise-Henriette-Gymnasium
Band,Musik / Tanz,Band,07Y05,Luise-Henriette-Gymnasium
Chanson,Musik / Tanz,Chanson,07Y05,Luise-Henriette-Gymnasium
Jazz-AG,Musik / Tanz,Jazz,07Y05,Luise-Henriette-Gymnasium
Technik-AG,Naturwissenschaft / Technik,Technik,07Y05,Luise-Henriette-Gymnasium
AG Wirtschaft (Projekt Projekt business at school),Berufsorientierung,Wirtschaft,07Y05,Luise-Henriette-Gymnasium
Rudern,Sport,Rudern,07Y05,Luise-Henriette-Gymnasium
Tanzen u.a.,Musik / Tanz,Tanzen,07Y05,Luise-Henriette-Gymnasium
Judo,Sport,Judo,12P06,Elisabethstift-Schule (Grundschule)
Fußball,Sport,Fußball,12P06,Elisabethstift-Schule (Grundschule)
Kochen,Handwerk,Kochen,12P06,Elisabethstift-Schule (Grundschule)
Kunst,Kunst / Kultur,Kunst,12P06,Elisabethstift-Schule (Grundschule)
Literatur,Literatur / Medien,Literatur,12P06,Elisabethstift-Schule (Grundschule)
Entspannung,nc,Entspannung,12P06,Elisabethstift-Schule (Grundschule)
Schuldruckerei,Literatur / Medien,Schuldruckerei,12P06,Elisabethstift-Schule (Grundschule)
Schülerzeitung,Literatur / Medien,Schülerzeitung,12P06,Elisabethstift-Schule (Grundschule)
Handball,Sport,Handball,02G24,Otto-Wels-Grundschule
Fußball,Sport,Fußball,02G24,Otto-Wels-Grundschule
Basketball,Sport,Basketball,02G24,Otto-Wels-Grundschule
Internet-Café,Naturwissenschaft / Technik,Internet,02G24,Otto-Wels-Grundschule
Computer,Naturwissenschaft / Technik,Computer,02G24,Otto-Wels-Grundschule
Theater,Kunst / Kultur,Theater,02G24,Otto-Wels-Grundschule
Musikalische Erziehung,Musik / Tanz,Musik,02G24,Otto-Wels-Grundschule
Kochen,Handwerk,Kochen,02G24,Otto-Wels-Grundschule
Musik,Musik / Tanz,Musik,02G24,Otto-Wels-Grundschule
Sport-AGs,Sport,Sport,02G12,Kurt-Schumacher-Grundschule
Tanzen,Musik / Tanz,Tanzen,02G12,Kurt-Schumacher-Grundschule
Yoga,Sport,Yoga,02G12,Kurt-Schumacher-Grundschule
Musik,Musik / Tanz,Musik,02G12,Kurt-Schumacher-Grundschule
Tanz,Musik / Tanz,Tanz,02G14,Galilei-Grundschule
Band,Musik / Tanz,Band,02G14,Galilei-Grundschule
Theater,Kunst / Kultur,Theater,02G14,Galilei-Grundschule
Trommeln,Musik / Tanz,Trommeln,02G14,Galilei-Grundschule
Nadel und Faden,Handwerk,Nadel und Faden,02G14,Galilei-Grundschule
Fußballmannschaften für Jungen Klasse 3/4 und 5/6,Sport,Fußball,02G14,Galilei-Grundschule
Fußballmannschaft für Mädchen,Sport,Fußball,02G14,Galilei-Grundschule
Fahrrad-AG,Handwerk,Fahrrad,02G14,Galilei-Grundschule
Mädchengruppe,Gesellschaft / Partizipation,Mädchengruppe,02G14,Galilei-Grundschule
Jungengruppe,Gesellschaft / Partizipation,Jungengruppe,02G14,Galilei-Grundschule
Türkisch vom Türkischen Generalkonsulat,Sprachen,Türkisch,02G14,Galilei-Grundschule
Spanisch,Sprachen,Spanisch,02G14,Galilei-Grundschule
ab Schuljahr 2016/17 wird Französisch als AG angeboten,Sprachen,Französisch,02G14,Galilei-Grundschule
Musik,Musik / Tanz,Musik,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Keramik,Handwerk,Keramik,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Schulsanitäter,Gesellschaft / Partizipation,Schulsanitäter,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Schülerzeitung,Literatur / Medien,Schülerzeitung,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Volleyball,Sport,Volleyball,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Fußball (Mädchen),Sport,Fußball,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Medien,Literatur / Medien,Medien,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Computer,Naturwissenschaft / Technik,Computer,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Fotografie,Literatur / Medien,Fotografie,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Metall,Handwerk,Metall,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Sambaensemble,Musik / Tanz,Sambaensemble,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Kunst,Kunst / Kultur,Kunst,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Chor,Musik / Tanz,Chor,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Yoga,Sport,Yoga,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Theater,Kunst / Kultur,Theater,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Rudern,Sport,Rudern,08K06,Fritz-Karsen-Schule (Gemeinschaftsschule)
Schach,Sport,Schach,08K02,Hermann-von-Helmholtz-Schule
Multimedia,Literatur / Medien,Multimedia,08K02,Hermann-von-Helmholtz-Schule
Musik,Musik / Tanz,Musik,08K02,Hermann-von-Helmholtz-Schule
Fußball u.a.,Sport,Fußball,08K02,Hermann-von-Helmholtz-Schule
Band,Musik / Tanz,Band,08K03,Otto-Hahn-Schule
Gesangsgruppe,Musik / Tanz,Gesang,08K03,Otto-Hahn-Schule
